,Age,Fare,Parch,PassengerId,Pclass,Sex,Survived,Embarked_Q,Embarked_S,FamilySize,IsAlone,Has_Cabin,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
728,25.0,2,0,729,2,1,0.0,0,1,2,0,0,0,1,0,0
729,25.0,1,0,730,3,0,0.0,0,1,2,0,0,1,0,0,0
730,29.0,3,0,731,1,0,1.0,0,1,1,1,1,1,0,0,0
731,11.0,2,0,732,3,1,0.0,0,0,1,1,0,0,1,0,0
732,28.0,0,0,733,2,1,0.0,0,1,1,1,0,0,1,0,0
733,23.0,1,0,734,2,1,0.0,0,1,1,1,0,0,1,0,0
734,23.0,1,0,735,2,1,0.0,0,1,1,1,0,0,1,0,0
735,28.5,2,0,736,3,1,0.0,0,1,1,1,0,0,1,0,0
736,48.0,3,3,737,3,0,0.0,0,1,5,0,0,0,0,1,0
737,35.0,3,0,738,1,1,1.0,0,0,1,1,1,0,1,0,0
738,28.0,0,0,739,3,1,0.0,0,1,1,1,0,0,1,0,0
739,28.0,0,0,740,3,1,0.0,0,1,1,1,0,0,1,0,0
740,28.0,2,0,741,1,1,1.0,0,1,1,1,1,0,1,0,0
741,36.0,3,0,742,1,1,0.0,0,1,2,0,1,0,1,0,0
742,21.0,3,2,743,1,0,1.0,0,0,5,0,1,1,0,0,0
743,24.0,2,0,744,3,1,0.0,0,1,2,0,0,0,1,0,0
744,31.0,1,0,745,3,1,1.0,0,1,1,1,0,0,1,0,0
745,70.0,3,1,746,1,1,0.0,0,1,3,0,1,0,0,0,1
746,16.0,2,1,747,3,1,0.0,0,1,3,0,0,0,1,0,0
747,30.0,1,0,748,2,0,1.0,0,1,1,1,0,1,0,0,0
748,19.0,3,0,749,1,1,0.0,0,1,2,0,1,0,1,0,0
749,31.0,0,0,750,3,1,0.0,1,0,1,1,0,0,1,0,0
750,4.0,2,1,751,2,0,1.0,0,1,3,0,0,1,0,0,0
751,6.0,1,1,752,3,1,1.0,0,1,2,0,1,0,0,0,0
752,33.0,1,0,753,3,1,0.0,0,1,1,1,0,0,1,0,0
753,23.0,0,0,754,3,1,0.0,0,1,1,1,0,0,1,0,0
754,48.0,3,2,755,2,0,1.0,0,1,4,0,0,0,0,1,0
755,0.67,2,1,756,2,1,1.0,0,1,3,0,0,0,0,0,0
756,28.0,0,0,757,3,1,0.0,0,1,1,1,0,0,1,0,0
757,18.0,1,0,758,2,1,0.0,0,1,1,1,0,0,1,0,0
758,34.0,1,0,759,3,1,0.0,0,1,1,1,0,0,1,0,0
759,33.0,3,0,760,1,0,1.0,0,1,1,1,1,0,0,0,1
760,28.0,2,0,761,3,1,0.0,0,1,1,1,0,0,1,0,0
761,41.0,0,0,762,3,1,0.0,0,1,1,1,0,0,1,0,0
762,20.0,0,0,763,3,1,1.0,0,0,1,1,0,0,1,0,0
763,36.0,3,2,764,1,0,1.0,0,1,4,0,1,0,0,1,0
764,16.0,0,0,765,3,1,0.0,0,1,1,1,0,0,1,0,0
765,51.0,3,0,766,1,0,1.0,0,1,2,0,1,0,0,1,0
766,28.0,3,0,767,1,1,0.0,0,0,1,1,0,0,0,0,1
767,30.5,0,0,768,3,0,0.0,1,0,1,1,0,1,0,0,0
768,28.0,2,0,769,3,1,0.0,1,0,2,0,0,0,1,0,0
769,32.0,1,0,770,3,1,0.0,0,1,1,1,0,0,1,0,0
770,24.0,1,0,771,3,1,0.0,0,1,1,1,0,0,1,0,0
771,48.0,0,0,772,3,1,0.0,0,1,1,1,0,0,1,0,0
772,57.0,1,0,773,2,0,0.0,0,1,1,1,1,0,0,1,0
773,28.0,0,0,774,3,1,0.0,0,0,1,1,0,0,1,0,0
774,54.0,2,3,775,2,0,1.0,0,1,5,0,0,0,0,1,0
775,18.0,0,0,776,3,1,0.0,0,1,1,1,0,0,1,0,0
776,28.0,0,0,777,3,1,0.0,1,0,1,1,1,0,1,0,0
777,5.0,1,0,778,3,0,1.0,0,1,1,1,0,1,0,0,0
778,28.0,0,0,779,3,1,0.0,1,0,1,1,0,0,1,0,0
779,43.0,3,1,780,1,0,1.0,0,1,2,0,1,0,0,1,0
780,13.0,0,0,781,3,0,1.0,0,0,1,1,0,1,0,0,0
781,17.0,3,0,782,1,0,1.0,0,1,2,0,1,0,0,1,0
782,29.0,2,0,783,1,1,0.0,0,1,1,1,1,0,1,0,0
783,28.0,2,2,784,3,1,0.0,0,1,4,0,0,0,1,0,0
784,25.0,0,0,785,3,1,0.0,0,1,1,1,0,0,1,0,0
785,25.0,0,0,786,3,1,0.0,0,1,1,1,0,0,1,0,0
786,18.0,0,0,787,3,0,1.0,0,1,1,1,0,1,0,0,0
787,8.0,2,1,788,3,1,0.0,1,0,6,0,0,0,0,0,0
788,1.0,2,2,789,3,1,1.0,0,1,4,0,0,0,0,0,0
789,46.0,3,0,790,1,1,0.0,0,0,1,1,1,0,1,0,0
790,28.0,0,0,791,3,1,0.0,1,0,1,1,0,0,1,0,0
791,16.0,2,0,792,2,1,0.0,0,1,1,1,0,0,1,0,0
792,28.0,3,2,793,3,0,0.0,0,1,11,0,0,1,0,0,0
793,28.0,2,0,794,1,1,0.0,0,0,1,1,0,0,1,0,0
794,25.0,0,0,795,3,1,0.0,0,1,1,1,0,0,1,0,0
795,39.0,1,0,796,2,1,0.0,0,1,1,1,0,0,1,0,0
796,49.0,2,0,797,1,0,1.0,0,1,1,1,1,0,0,0,1
797,31.0,1,0,798,3,0,1.0,0,1,1,1,0,0,0,1,0
798,30.0,0,0,799,3,1,0.0,0,0,1,1,0,0,1,0,0
799,30.0,2,1,800,3,0,0.0,0,1,3,0,0,0,0,1,0
800,34.0,1,0,801,2,1,0.0,0,1,1,1,0,0,1,0,0
801,31.0,2,1,802,2,0,1.0,0,1,3,0,0,0,0,1,0
802,11.0,3,2,803,1,1,1.0,0,1,4,0,1,0,0,0,0
803,0.42,1,1,804,3,1,1.0,0,0,2,0,0,0,0,0,0
804,27.0,0,0,805,3,1,1.0,0,1,1,1,0,0,1,0,0
805,31.0,0,0,806,3,1,0.0,0,1,1,1,0,0,1,0,0
806,39.0,0,0,807,1,1,0.0,0,1,1,1,1,0,1,0,0
807,18.0,0,0,808,3,0,0.0,0,1,1,1,0,1,0,0,0
808,39.0,1,0,809,2,1,0.0,0,1,1,1,0,0,1,0,0
809,33.0,3,0,810,1,0,1.0,0,1,2,0,1,0,0,1,0
810,26.0,0,0,811,3,1,0.0,0,1,1,1,0,0,1,0,0
811,39.0,2,0,812,3,1,0.0,0,1,1,1,0,0,1,0,0
812,35.0,1,0,813,2,1,0.0,0,1,1,1,0,0,1,0,0
813,6.0,3,2,814,3,0,0.0,0,1,7,0,0,1,0,0,0
814,30.5,1,0,815,3,1,0.0,0,1,1,1,0,0,1,0,0
815,28.0,0,0,816,1,1,0.0,0,1,1,1,1,0,1,0,0
816,23.0,1,0,817,3,0,0.0,0,1,1,1,0,1,0,0,0
817,31.0,3,1,818,2,1,0.0,0,0,3,0,0,0,1,0,0
818,43.0,0,0,819,3,1,0.0,0,1,1,1,0,0,1,0,0
819,10.0,2,2,820,3,1,0.0,0,1,6,0,0,0,0,0,0
820,52.0,3,1,821,1,0,1.0,0,1,3,0,1,0,0,1,0
821,27.0,1,0,822,3,1,1.0,0,1,1,1,0,0,1,0,0
822,38.0,0,0,823,1,1,0.0,0,1,1,1,0,0,0,0,1
823,27.0,1,1,824,3,0,1.0,0,1,2,0,1,0,0,1,0
824,2.0,3,1,825,3,1,0.0,0,1,6,0,0,0,0,0,0
825,28.0,0,0,826,3,1,0.0,1,0,1,1,0,0,1,0,0
826,28.0,3,0,827,3,1,0.0,0,1,1,1,0,0,1,0,0
827,1.0,3,2,828,2,1,1.0,0,0,3,0,0,0,0,0,0
828,28.0,0,0,829,3,1,1.0,1,0,1,1,0,0,1,0,0
829,62.0,3,0,830,1,0,1.0,0,1,1,1,1,0,0,1,0
830,15.0,2,0,831,3,0,1.0,0,0,2,0,0,0,0,1,0
831,0.83,2,1,832,2,1,1.0,0,1,3,0,0,0,0,0,0
832,28.0,0,0,833,3,1,0.0,0,0,1,1,0,0,1,0,0
833,23.0,0,0,834,3,1,0.0,0,1,1,1,0,0,1,0,0
834,18.0,1,0,835,3,1,0.0,0,1,1,1,0,0,1,0,0
835,39.0,3,1,836,1,0,1.0,0,0,3,0,1,1,0,0,0
836,21.0,1,0,837,3,1,0.0,0,1,1,1,0,0,1,0,0
837,28.0,1,0,838,3,1,0.0,0,1,1,1,0,0,1,0,0
838,32.0,3,0,839,3,1,1.0,0,1,1,1,0,0,1,0,0
839,28.0,2,0,840,1,1,1.0,0,0,1,1,1,0,1,0,0
840,20.0,1,0,841,3,1,0.0,0,1,1,1,0,0,1,0,0
841,16.0,1,0,842,2,1,0.0,0,1,1,1,0,0,1,0,0
842,30.0,2,0,843,1,0,1.0,0,0,1,1,0,1,0,0,0
843,34.5,0,0,844,3,1,0.0,0,0,1,1,0,0,1,0,0
844,17.0,1,0,845,3,1,0.0,0,1,1,1,0,0,1,0,0
845,42.0,0,0,846,3,1,0.0,0,1,1,1,0,0,1,0,0
846,28.0,3,2,847,3,1,0.0,0,1,11,0,0,0,1,0,0
847,35.0,0,0,848,3,1,0.0,0,0,1,1,0,0,1,0,0
848,28.0,3,1,849,2,1,0.0,0,1,2,0,0,0,0,0,1
849,28.0,3,0,850,1,0,1.0,0,0,2,0,1,0,0,1,0
850,4.0,3,2,851,3,1,0.0,0,1,7,0,0,0,0,0,0
851,74.0,0,0,852,3,1,0.0,0,1,1,1,0,0,1,0,0
852,9.0,2,1,853,3,0,0.0,0,0,3,0,0,1,0,0,0
853,16.0,3,1,854,1,0,1.0,0,1,2,0,1,1,0,0,0
854,44.0,2,0,855,2,0,0.0,0,1,2,0,0,0,0,1,0
855,18.0,1,1,856,3,0,1.0,0,1,2,0,0,0,0,1,0
856,45.0,3,1,857,1,0,1.0,0,1,3,0,0,0,0,1,0
857,51.0,2,0,858,1,1,1.0,0,1,1,1,1,0,1,0,0
858,24.0,2,3,859,3,0,1.0,0,0,4,0,0,0,0,1,0
859,28.0,0,0,860,3,1,0.0,0,0,1,1,0,0,1,0,0
860,41.0,1,0,861,3,1,0.0,0,1,3,0,0,0,1,0,0
861,21.0,1,0,862,2,1,0.0,0,1,2,0,0,0,1,0,0
862,48.0,2,0,863,1,0,1.0,0,1,1,1,1,0,0,1,0
863,28.0,3,2,864,3,0,0.0,0,1,11,0,0,1,0,0,0
864,24.0,1,0,865,2,1,0.0,0,1,1,1,0,0,1,0,0
865,42.0,1,0,866,2,0,1.0,0,1,1,1,0,0,0,1,0
866,27.0,1,0,867,2,0,1.0,0,0,2,0,0,1,0,0,0
867,31.0,3,0,868,1,1,0.0,0,1,1,1,1,0,1,0,0
868,28.0,1,0,869,3,1,0.0,0,1,1,1,0,0,1,0,0
869,4.0,1,1,870,3,1,1.0,0,1,3,0,0,0,0,0,0
870,26.0,0,0,871,3,1,0.0,0,1,1,1,0,0,1,0,0
871,47.0,3,1,872,1,0,1.0,0,1,3,0,1,0,0,1,0
872,33.0,0,0,873,1,1,0.0,0,1,1,1,1,0,1,0,0
873,47.0,1,0,874,3,1,0.0,0,1,1,1,0,0,1,0,0
874,28.0,2,0,875,2,0,1.0,0,0,2,0,0,0,0,1,0
875,15.0,0,0,876,3,0,1.0,0,0,1,1,0,1,0,0,0
876,20.0,1,0,877,3,1,0.0,0,1,1,1,0,0,1,0,0
877,19.0,0,0,878,3,1,0.0,0,1,1,1,0,0,1,0,0
878,28.0,0,0,879,3,1,0.0,0,1,1,1,0,0,1,0,0
879,56.0,3,1,880,1,0,1.0,0,0,2,0,1,0,0,1,0
880,25.0,2,1,881,2,0,1.0,0,1,2,0,0,0,0,1,0
881,33.0,0,0,882,3,1,0.0,0,1,1,1,0,0,1,0,0
882,22.0,1,0,883,3,0,0.0,0,1,1,1,0,1,0,0,0
883,28.0,1,0,884,2,1,0.0,0,1,1,1,0,0,1,0,0
884,25.0,0,0,885,3,1,0.0,0,1,1,1,0,0,1,0,0
885,39.0,2,5,886,3,0,0.0,1,0,6,0,0,0,0,1,0
886,27.0,1,0,887,2,1,0.0,0,1,1,1,0,0,0,0,1
887,19.0,2,0,888,1,0,1.0,0,1,1,1,1,1,0,0,0
888,28.0,2,2,889,3,0,0.0,0,1,4,0,0,1,0,0,0
889,26.0,2,0,890,1,1,1.0,0,0,1,1,1,0,1,0,0
890,32.0,0,0,891,3,1,0.0,1,0,1,1,0,0,1,0,0
0,34.5,0,0,892,3,1,,1,0,1,1,0,0,1,0,0
1,47.0,0,0,893,3,0,,0,1,2,0,0,0,0,1,0
2,62.0,1,0,894,2,1,,1,0,1,1,0,0,1,0,0
3,27.0,1,0,895,3,1,,0,1,1,1,0,0,1,0,0
4,22.0,1,1,896,3,0,,0,1,3,0,0,0,0,1,0
5,14.0,1,0,897,3,1,,0,1,1,1,0,0,1,0,0
6,30.0,0,0,898,3,0,,1,0,1,1,0,1,0,0,0
7,26.0,2,1,899,2,1,,0,1,3,0,0,0,1,0,0
8,18.0,0,0,900,3,0,,0,0,1,1,0,0,0,1,0
9,21.0,2,0,901,3,1,,0,1,3,0,0,0,1,0,0
10,28.0,0,0,902,3,1,,0,1,1,1,0,0,1,0,0
11,46.0,2,0,903,1,1,,0,1,1,1,0,0,1,0,0
12,23.0,3,0,904,1,0,,0,1,2,0,1,0,0,1,0
13,63.0,2,0,905,2,1,,0,1,2,0,0,0,1,0,0
14,47.0,3,0,906,1,0,,0,1,2,0,1,0,0,1,0
15,24.0,2,0,907,2,0,,0,0,2,0,0,0,0,1,0
16,35.0,1,0,908,2,1,,1,0,1,1,0,0,1,0,0
17,21.0,0,0,909,3,1,,0,0,1,1,0,0,1,0,0
18,27.0,1,0,910,3,0,,0,1,2,0,0,1,0,0,0
19,45.0,0,0,911,3,0,,0,0,1,1,0,0,0,1,0
20,55.0,3,0,912,1,1,,0,0,2,0,0,0,1,0,0
21,9.0,0,1,913,3,1,,0,1,2,0,0,0,0,0,0
22,28.0,3,0,914,1,0,,0,1,1,1,0,0,0,1,0
23,21.0,3,1,915,1,1,,0,0,2,0,0,0,1,0,0
24,48.0,3,3,916,1,0,,0,0,5,0,1,0,0,1,0
25,50.0,2,0,917,3,1,,0,1,2,0,0,0,1,0,0
26,22.0,3,1,918,1,0,,0,0,2,0,1,1,0,0,0
27,22.5,0,0,919,3,1,,0,0,1,1,0,0,1,0,0
28,41.0,2,0,920,1,1,,0,1,1,1,1,0,1,0,0
29,28.0,2,0,921,3,1,,0,0,3,0,0,0,1,0,0
30,50.0,2,0,922,2,1,,0,1,2,0,0,0,1,0,0
31,24.0,3,0,923,2,1,,0,1,3,0,0,0,1,0,0
32,33.0,2,2,924,3,0,,0,1,4,0,0,0,0,1,0
33,28.0,2,2,925,3,0,,0,1,4,0,0,0,0,1,0
34,30.0,3,0,926,1,1,,0,0,2,0,1,0,1,0,0
35,18.5,0,0,927,3,1,,0,0,1,1,0,0,1,0,0
36,28.0,1,0,928,3,0,,0,1,1,1,0,1,0,0,0
37,21.0,1,0,929,3,0,,0,1,1,1,0,1,0,0,0
38,25.0,1,0,930,3,1,,0,1,1,1,0,0,1,0,0
39,28.0,3,0,931,3,1,,0,1,1,1,0,0,1,0,0
40,39.0,1,1,932,3,1,,0,0,2,0,0,0,1,0,0
41,28.0,2,0,933,1,1,,0,1,1,1,1,0,1,0,0
42,41.0,0,0,934,3,1,,0,1,1,1,0,0,1,0,0
43,30.0,1,0,935,2,0,,0,1,1,1,0,0,0,1,0
44,45.0,3,0,936,1,0,,0,1,2,0,1,0,0,1,0
45,25.0,1,0,937,3,1,,0,1,1,1,0,0,1,0,0
46,45.0,2,0,938,1,1,,0,0,1,1,1,0,1,0,0
47,28.0,0,0,939,3,1,,1,0,1,1,0,0,1,0,0
48,60.0,3,0,940,1,0,,0,0,1,1,1,0,0,1,0
49,36.0,2,2,941,3,0,,0,1,3,0,0,0,0,1,0
50,24.0,3,0,942,1,1,,0,1,2,0,1,0,1,0,0
51,27.0,2,0,943,2,1,,0,0,1,1,0,0,1,0,0
52,20.0,2,1,944,2,0,,0,1,4,0,0,1,0,0,0
53,28.0,3,2,945,1,0,,0,1,6,0,1,1,0,0,0
54,28.0,2,0,946,2,1,,0,0,1,1,0,0,1,0,0
55,10.0,2,1,947,3,1,,1,0,6,0,0,0,0,0,0
56,35.0,0,0,948,3,1,,0,1,1,1,0,0,1,0,0
57,25.0,0,0,949,3,1,,0,1,1,1,1,0,1,0,0
58,28.0,2,0,950,3,1,,0,1,2,0,0,0,1,0,0
59,36.0,3,0,951,1,0,,0,0,1,1,1,1,0,0,0
60,17.0,0,0,952,3,1,,0,1,1,1,0,0,1,0,0
61,32.0,1,0,953,2,1,,0,1,1,1,0,0,1,0,0
62,18.0,0,0,954,3,1,,0,1,1,1,0,0,1,0,0
63,22.0,0,0,955,3,0,,1,0,1,1,0,1,0,0,0
64,13.0,3,2,956,1,1,,0,0,5,0,1,0,0,0,0
65,28.0,2,0,957,2,0,,0,1,1,1,0,0,0,1,0
66,18.0,0,0,958,3,0,,1,0,1,1,0,1,0,0,0
67,47.0,3,0,959,1,1,,0,1,1,1,0,0,1,0,0
68,31.0,2,0,960,1,1,,0,0,1,1,1,0,1,0,0
69,60.0,3,4,961,1,0,,0,1,6,0,1,0,0,1,0
70,24.0,0,0,962,3,0,,1,0,1,1,0,1,0,0,0
71,21.0,0,0,963,3,1,,0,1,1,1,0,0,1,0,0
72,29.0,1,0,964,3,0,,0,1,1,1,0,1,0,0,0
73,28.5,2,0,965,1,1,,0,0,1,1,1,0,1,0,0
74,35.0,3,0,966,1,0,,0,0,1,1,1,1,0,0,0
75,32.5,3,0,967,1,1,,0,0,1,1,1,0,1,0,0
76,28.0,1,0,968,3,1,,0,1,1,1,0,0,1,0,0
77,55.0,2,0,969,1,0,,0,1,3,0,1,0,0,1,0
78,30.0,1,0,970,2,1,,0,1,1,1,0,0,1,0,0
79,24.0,0,0,971,3,0,,1,0,1,1,0,1,0,0,0
80,6.0,2,1,972,3,1,,0,0,3,0,0,0,0,0,0
81,67.0,3,0,973,1,1,,0,1,2,0,1,0,1,0,0
82,49.0,2,0,974,1,1,,0,1,1,1,0,0,1,0,0
83,28.0,0,0,975,3,1,,0,1,1,1,0,0,1,0,0
84,28.0,1,0,976,2,1,,1,0,1,1,0,0,1,0,0
85,28.0,2,0,977,3,1,,0,0,2,0,0,0,1,0,0
86,27.0,0,0,978,3,0,,1,0,1,1,0,1,0,0,0
87,18.0,1,0,979,3,0,,0,1,1,1,0,1,0,0,0
88,28.0,0,0,980,3,0,,1,0,1,1,0,1,0,0,0
89,2.0,2,1,981,2,1,,0,1,3,0,0,0,0,0,0
90,22.0,1,0,982,3,0,,0,1,2,0,0,0,0,1,0
91,28.0,0,0,983,3,1,,0,1,1,1,0,0,1,0,0
92,27.0,3,2,984,1,0,,0,1,4,0,1,0,0,1,0
93,28.0,1,0,985,3,1,,0,1,1,1,0,0,1,0,0
94,25.0,2,0,986,1,1,,0,0,1,1,0,0,1,0,0
95,25.0,0,0,987,3,1,,0,1,1,1,0,0,1,0,0
96,76.0,3,0,988,1,0,,0,1,2,0,1,0,0,1,0
97,29.0,1,0,989,3,1,,0,1,1,1,0,0,1,0,0
98,20.0,0,0,990,3,0,,0,1,1,1,0,1,0,0,0
99,33.0,1,0,991,3,1,,0,1,1,1,0,0,1,0,0
100,43.0,3,0,992,1,0,,0,0,2,0,1,0,0,1,0
101,27.0,2,0,993,2,1,,0,1,2,0,0,0,1,0,0
102,28.0,0,0,994,3,1,,1,0,1,1,0,0,1,0,0
103,26.0,0,0,995,3,1,,0,1,1,1,0,0,1,0,0
104,16.0,1,1,996,3,0,,0,0,3,0,0,0,0,1,0
105,28.0,2,0,997,3,1,,0,1,1,1,0,0,1,0,0
106,21.0,0,0,998,3,1,,1,0,1,1,0,0,1,0,0
107,28.0,0,0,999,3,1,,1,0,1,1,0,0,1,0,0
108,28.0,1,0,1000,3,1,,0,1,1,1,0,0,1,0,0
109,18.5,1,0,1001,2,1,,0,1,1,1,1,0,1,0,0
110,41.0,2,0,1002,2,1,,0,0,1,1,0,0,1,0,0
111,28.0,0,0,1003,3,0,,1,0,1,1,0,1,0,0,0
112,36.0,3,0,1004,1,0,,0,0,1,1,1,1,0,0,0
113,18.5,0,0,1005,3,0,,1,0,1,1,0,1,0,0,0
114,63.0,3,0,1006,1,0,,0,1,2,0,1,0,0,1,0
115,18.0,2,0,1007,3,1,,0,0,2,0,0,0,1,0,0
116,28.0,0,0,1008,3,1,,0,0,1,1,0,0,1,0,0
117,1.0,2,1,1009,3,0,,0,1,3,0,1,1,0,0,0
118,36.0,3,0,1010,1,1,,0,0,1,1,1,0,1,0,0
119,29.0,2,0,1011,2,0,,0,1,2,0,0,0,0,1,0
120,12.0,2,0,1012,2,0,,0,1,1,1,0,1,0,0,0
121,28.0,0,0,1013,3,1,,1,0,2,0,0,0,1,0,0
122,35.0,3,0,1014,1,0,,0,0,2,0,1,0,0,1,0
123,28.0,0,0,1015,3,1,,0,1,1,1,0,0,1,0,0
124,28.0,0,0,1016,3,1,,1,0,1,1,0,0,1,0,0
125,17.0,2,1,1017,3,0,,0,1,2,0,0,1,0,0,0
126,22.0,0,0,1018,3,1,,0,1,1,1,0,0,1,0,0
127,28.0,2,0,1019,3,0,,1,0,3,0,0,1,0,0,0
128,42.0,1,0,1020,2,1,,0,1,1,1,0,0,1,0,0
129,24.0,1,0,1021,3,1,,0,1,1,1,0,0,1,0,0
130,32.0,1,0,1022,3,1,,0,1,1,1,0,0,1,0,0
131,53.0,2,0,1023,1,1,,0,0,1,1,1,0,0,0,1
132,28.0,2,4,1024,3,0,,0,1,5,0,0,0,0,1,0
133,28.0,0,0,1025,3,1,,0,0,2,0,0,0,1,0,0
134,43.0,0,0,1026,3,1,,0,1,1,1,0,0,1,0,0
135,24.0,0,0,1027,3,1,,0,1,1,1,0,0,1,0,0
136,26.5,0,0,1028,3,1,,0,0,1,1,0,0,1,0,0
137,26.0,1,0,1029,2,1,,0,1,1,1,0,0,1,0,0
138,23.0,1,0,1030,3,0,,0,1,1,1,0,1,0,0,0
139,40.0,3,6,1031,3,1,,0,1,8,0,0,0,1,0,0
140,10.0,3,2,1032,3,0,,0,1,8,0,0,1,0,0,0
141,33.0,3,0,1033,1,0,,0,1,1,1,0,1,0,0,0
142,61.0,3,3,1034,1,1,,0,0,5,0,1,0,1,0,0
143,28.0,2,0,1035,2,1,,0,1,1,1,0,0,1,0,0
144,42.0,2,0,1036,1,1,,0,1,1,1,0,0,1,0,0
145,31.0,2,0,1037,3,1,,0,1,4,0,0,0,1,0,0
146,28.0,3,0,1038,1,1,,0,1,1,1,1,0,1,0,0
147,22.0,1,0,1039,3,1,,0,1,1,1,0,0,1,0,0
148,28.0,2,0,1040,1,1,,0,1,1,1,0,0,1,0,0
149,30.0,2,1,1041,2,1,,0,1,3,0,0,0,0,0,1
150,23.0,3,1,1042,1,0,,0,0,2,0,1,0,0,1,0
151,28.0,0,0,1043,3,1,,0,0,1,1,0,0,1,0,0
152,60.5,3,0,1044,3,1,,0,1,1,1,0,0,1,0,0
153,36.0,1,2,1045,3,0,,0,1,3,0,0,0,0,1,0
154,13.0,3,2,1046,3,1,,0,1,7,0,0,0,0,0,0
155,24.0,0,0,1047,3,1,,0,1,1,1,0,0,1,0,0
156,29.0,3,0,1048,1,0,,0,1,1,1,1,1,0,0,0
157,23.0,0,0,1049,3,0,,0,1,1,1,0,1,0,0,0
158,42.0,2,0,1050,1,1,,0,1,1,1,1,0,1,0,0
159,26.0,1,2,1051,3,0,,0,1,3,0,0,0,0,1,0
160,28.0,0,0,1052,3,0,,1,0,1,1,0,1,0,0,0
161,7.0,2,1,1053,3,1,,0,0,3,0,0,0,0,0,0
162,26.0,1,0,1054,2,0,,0,1,1,1,0,1,0,0,0
163,28.0,0,0,1055,3,1,,0,1,1,1,0,0,1,0,0
164,41.0,1,0,1056,2,1,,0,1,1,1,0,0,0,0,1
165,26.0,2,1,1057,3,0,,0,1,3,0,0,0,0,1,0
166,48.0,3,0,1058,1,1,,0,0,1,1,1,0,1,0,0
167,18.0,3,2,1059,3,1,,0,1,5,0,0,0,1,0,0
168,28.0,2,0,1060,1,0,,0,0,1,1,0,0,0,1,0
169,22.0,1,0,1061,3,0,,0,1,1,1,0,1,0,0,0
170,28.0,0,0,1062,3,1,,0,1,1,1,0,0,1,0,0
171,27.0,0,0,1063,3,1,,0,0,1,1,0,0,1,0,0
172,23.0,1,0,1064,3,1,,0,1,2,0,0,0,1,0,0
173,28.0,0,0,1065,3,1,,0,0,1,1,0,0,1,0,0
174,40.0,3,5,1066,3,1,,0,1,7,0,0,0,1,0,0
175,15.0,3,2,1067,2,0,,0,1,3,0,0,1,0,0,0
176,20.0,3,0,1068,2,0,,0,1,1,1,0,1,0,0,0
177,54.0,3,0,1069,1,1,,0,0,2,0,1,0,1,0,0
178,36.0,3,3,1070,2,0,,0,1,4,0,1,0,0,1,0
179,64.0,3,2,1071,1,0,,0,0,3,0,1,0,0,1,0
180,30.0,1,0,1072,2,1,,0,1,1,1,0,0,1,0,0
181,37.0,3,1,1073,1,1,,0,0,3,0,1,0,1,0,0
182,18.0,3,0,1074,1,0,,0,1,2,0,1,0,0,1,0
183,28.0,0,0,1075,3,1,,1,0,1,1,0,0,1,0,0
184,27.0,3,1,1076,1,0,,0,0,3,0,1,0,0,1,0
185,40.0,2,0,1077,2,1,,0,1,1,1,0,0,1,0,0
186,21.0,2,1,1078,2,0,,0,1,2,0,0,1,0,0,0
187,17.0,1,0,1079,3,1,,0,1,3,0,0,0,1,0,0
188,28.0,3,2,1080,3,0,,0,1,11,0,0,1,0,0,0
189,40.0,1,0,1081,2,1,,0,1,1,1,0,0,1,0,0
190,34.0,2,0,1082,2,1,,0,1,2,0,0,0,1,0,0
191,28.0,2,0,1083,1,1,,0,1,1,1,0,0,1,0,0
192,11.5,2,1,1084,3,1,,0,1,3,0,0,0,0,0,0
193,61.0,1,0,1085,2,1,,1,0,1,1,0,0,1,0,0
194,8.0,3,2,1086,2,1,,0,1,3,0,0,0,0,0,0
195,33.0,0,0,1087,3,1,,0,1,1,1,0,0,1,0,0
196,6.0,3,2,1088,1,1,,0,0,3,0,1,0,0,0,0
197,18.0,0,0,1089,3,0,,0,1,1,1,0,1,0,0,0
198,23.0,1,0,1090,2,1,,0,1,1,1,0,0,1,0,0
199,28.0,1,0,1091,3,0,,0,1,1,1,0,0,0,1,0
200,28.0,2,0,1092,3,0,,1,0,1,1,0,1,0,0,0
201,0.33,1,2,1093,3,1,,0,1,3,0,0,0,0,0,0
202,47.0,3,0,1094,1,1,,0,0,2,0,1,0,0,0,1
203,8.0,2,1,1095,2,0,,0,1,3,0,0,1,0,0,0
204,25.0,1,0,1096,2,1,,0,1,1,1,0,0,1,0,0
205,28.0,2,0,1097,1,1,,0,0,1,1,0,0,1,0,0
206,35.0,0,0,1098,3,0,,1,0,1,1,0,1,0,0,0
207,24.0,1,0,1099,2,1,,0,1,1,1,0,0,1,0,0
208,33.0,2,0,1100,1,0,,0,0,1,1,1,1,0,0,0
209,25.0,0,0,1101,3,1,,0,1,1,1,0,0,1,0,0
210,32.0,2,0,1102,3,1,,0,1,1,1,0,0,1,0,0
211,28.0,0,0,1103,3,1,,0,1,1,1,0,0,1,0,0
212,17.0,3,0,1104,2,1,,0,1,1,1,0,0,1,0,0
213,60.0,2,0,1105,2,0,,0,1,2,0,0,0,0,1,0
214,38.0,0,2,1106,3,0,,0,1,7,0,0,1,0,0,0
215,42.0,3,0,1107,1,1,,0,1,1,1,1,0,1,0,0
216,28.0,0,0,1108,3,0,,1,0,1,1,0,1,0,0,0
